#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2021,1,31,11,10,65,8.6,10.8,99,99,99,999,1014.2,23.2,24.2,20.3,99,99
2021,1,31,11,20,60,8.7,11.1,99,99,99,999,1014,23.2,24.2,20.3,99,99
2021,1,31,11,30,62,8.9,11,99,99,99,999,1013.8,23.2,24.2,20.3,99,99
2021,1,31,11,40,68,9.2,11.3,2.64,16,6.78,10,1013.8,23.1,24.2,20,99,99
2021,1,31,11,50,67,8.7,11,99,99,99,999,1013.8,23.3,24.3,20.4,99,99
2021,1,31,12,0,70,8.3,10.4,99,99,99,999,1013.6,23.2,24.3,20.6,99,99
2021,1,31,12,10,70,8.7,10.7,99,99,99,999,1013.5,23.1,24.3,20.4,99,99
2021,1,31,12,20,71,8.5,10.2,99,99,99,999,1013.4,23.1,24.3,20.3,99,99
2021,1,31,12,30,66,8.2,9.9,99,99,99,999,1013.4,23.1,24.3,20.1,99,99
2021,1,31,12,40,60,8,10.3,2.53,8.33,6.76,58,1013.3,23.1,24.3,20.3,99,99
2021,1,31,12,50,65,8.6,10.6,99,99,99,999,1013.2,23,24.3,20.1,99,99
2021,1,31,13,0,69,7.7,9.4,99,99,99,999,1013.1,23.1,24.3,20,99,99
2021,1,31,13,10,60,7.9,10.1,99,99,99,999,1013.1,23.1,24.3,20.5,99,99
2021,1,31,13,20,56,8.3,10.3,99,99,99,999,1013.1,23,24.2,20.1,99,99
2021,1,31,13,30,59,8.2,10.7,99,99,99,999,1013,23,24.3,20,99,99
2021,1,31,13,40,58,8,9.7,2.32,14.81,6.34,329,1013,23.1,24.2,20.1,99,99
2021,1,31,13,50,61,8.4,10.1,99,99,99,999,1013,23,24.3,19.8,99,99
2021,1,31,14,0,67,8.3,10.1,99,99,99,999,1013,23,24.3,19.8,99,99
2021,1,31,14,10,59,8.2,10.4,99,99,99,999,1013,23,24.3,19.6,99,99
2021,1,31,14,20,63,7.8,10,99,99,99,999,1013,23.1,24.3,19.7,99,99
2021,1,31,14,30,54,8.2,10.1,99,99,99,999,1012.9,22.9,24.2,19.4,99,99
2021,1,31,14,40,59,7.9,9.8,2.37,14.81,6.63,339,1013,23.1,24.2,19.5,99,99
2021,1,31,14,50,64,7.9,9.8,99,99,99,999,1013,23,24.2,19.5,99,99
2021,1,31,15,0,63,8,9.7,99,99,99,999,1013,23,24.2,19.5,99,99
2021,1,31,15,10,58,7.8,9.7,99,99,99,999,1013.1,22.9,24.2,19.3,99,99
2021,1,31,15,20,62,7.8,9.5,99,99,99,999,1013.1,23.1,999,19.6,99,99
2021,1,31,15,30,64,7.7,9.6,99,99,99,999,1013.2,23,24.2,19.7,99,99
2021,1,31,15,40,63,7.9,9.6,2.64,16,7.29,351,1013.3,23,24.2,19.3,99,99
2021,1,31,15,50,65,7.9,9.5,99,99,99,999,1013.4,23,24.2,19.1,99,99
2021,1,31,16,0,63,7.7,9.3,99,99,99,999,1013.5,23.1,24.2,19.2,99,99
2021,1,31,16,10,65,7.8,9.4,99,99,99,999,1013.5,23,24.2,19.2,99,99
2021,1,31,16,20,66,7.9,9.8,99,99,99,999,1013.5,23,24.2,18.9,99,99
2021,1,31,16,30,66,7.8,9.6,99,99,99,999,1013.5,23.1,24.2,19,99,99
2021,1,31,16,40,63,7.8,9.6,2.21,16,6.67,7,1013.6,23.1,24.2,19.4,99,99
2021,1,31,16,50,59,7.8,9.3,99,99,99,999,1013.7,23,24.3,19.3,99,99
2021,1,31,17,0,60,7.9,9.9,99,99,99,999,1013.8,23,24.2,19.3,99,99
2021,1,31,17,10,63,7.8,9.6,99,99,99,999,1013.8,23.1,24.2,19.4,99,99
2021,1,31,17,20,60,7.7,9.5,99,99,99,999,1013.8,23,24.2,19.2,99,99
2021,1,31,17,30,65,7.5,9.8,99,99,99,999,1013.9,23.1,24.2,19,99,99
2021,1,31,17,40,69,7.4,9.1,2.28,14.81,6.75,342,1014,23.1,24.2,19.2,99,99
2021,1,31,17,50,63,7.7,9.2,99,99,99,999,1013.9,23.2,24.2,19.6,99,99
2021,1,31,18,0,60,7.6,9.4,99,99,99,999,1014.2,23.2,24.2,19.6,99,99
2021,1,31,18,10,67,7.2,9,99,99,99,999,1014.3,23.2,24.2,19.6,99,99
2021,1,31,18,20,59,7.3,9.4,99,99,99,999,1014.4,23.2,24.2,19.5,99,99
2021,1,31,18,30,64,7.4,9.1,99,99,99,999,1014.4,23.2,24.2,19.5,99,99
2021,1,31,18,40,65,7.5,9.3,2.15,14.81,6.64,347,1014.5,23.2,24.2,19.6,99,99
2021,1,31,18,50,63,7.6,9.5,99,99,99,999,1014.5,23.1,24.2,19.5,99,99
2021,1,31,19,0,66,7.4,9.2,99,99,99,999,1014.6,23.2,24.2,19.7,99,99
2021,1,31,19,10,67,7.1,9,99,99,99,999,1014.6,23.4,24.2,20,99,99
2021,1,31,19,20,63,7.2,9.1,99,99,99,999,1014.6,23.3,24.2,19.6,99,99
2021,1,31,19,30,70,7.5,9,99,99,99,999,1014.6,23.3,24.2,19.8,99,99
2021,1,31,19,40,70,7.3,9.1,2.29,14.81,6.79,345,1014.6,23.3,24.2,19.6,99,99
2021,1,31,19,50,65,7.4,9,99,99,99,999,1014.6,23.3,24.2,19.7,99,99
2021,1,31,20,0,64,6.9,8.5,99,99,99,999,1014.6,23.4,24.2,20.1,99,99
2021,1,31,20,10,62,7.2,9,99,99,99,999,1014.5,23.3,24.2,20.2,99,99
2021,1,31,20,20,60,7.1,8.7,99,99,99,999,1014.4,23.3,24.2,20.2,99,99
2021,1,31,20,30,60,7.3,9.4,99,99,99,999,1014.3,23.2,24.2,19.9,99,99
2021,1,31,20,40,63,7.5,9.5,2.14,8.33,6.63,63,1014.3,23.3,24.2,19.9,99,99
2021,1,31,20,50,68,7.7,9.2,99,99,99,999,1014.2,23.2,24.2,19.5,99,99
2021,1,31,21,0,59,7.2,8.9,99,99,99,999,1014.1,23.3,24.2,19.6,99,99
2021,1,31,21,10,65,7.2,8.5,99,99,99,999,1014,23.2,24.3,19.7,99,99
2021,1,31,21,20,62,7.1,9,99,99,99,999,1013.9,23.3,24.3,19.6,99,99
2021,1,31,21,30,65,7.2,8.7,99,99,99,999,1013.8,23.3,24.3,19.7,99,99
2021,1,31,21,40,61,7.1,9.1,2.22,14.81,6.69,336,1013.5,23.3,24.3,19.8,99,99
2021,1,31,21,50,62,7.2,8.9,99,99,99,999,1013.4,23.2,24.3,19.4,99,99
2021,1,31,22,0,59,7.1,8.6,99,99,99,999,1013.2,23.3,24.3,19.5,99,99
2021,1,31,22,10,57,7.2,8.7,99,99,99,999,1013,23.3,24.3,19.8,99,99
2021,1,31,22,20,58,7.3,8.7,99,99,99,999,1012.9,23.3,24.3,19.7,99,99
2021,1,31,22,30,57,7.2,9.1,99,99,99,999,1012.8,23.4,24.3,19.9,99,99
2021,1,31,22,40,58,7.3,8.7,2.08,14.81,6.62,357,1012.7,23.2,24.3,19.7,99,99
2021,1,31,22,50,61,7.3,8.9,99,99,99,999,1012.6,23.3,24.3,19.7,99,99
2021,1,31,23,0,62,6.9,8.7,99,99,99,999,1012.5,23.3,24.3,19.6,99,99
2021,1,31,23,10,62,7.3,8.9,99,99,99,999,1012.4,23.3,24.3,19.6,99,99
2021,1,31,23,20,61,7,8.3,99,99,99,999,1012.3,23.3,24.3,19.4,99,99
2021,1,31,23,30,60,7,8.3,99,99,99,999,1012.2,23.3,24.3,19.5,99,99
2021,1,31,23,40,65,7,8.7,2.03,14.81,6.54,322,1012.1,23.3,24.3,19.6,99,99
2021,1,31,23,50,60,7.1,8.9,99,99,99,999,1012.1,23.2,24.4,19.2,99,99
2021,2,1,0,0,61,6.9,8.5,99,99,99,999,1012,23.4,24.3,19.2,99,99
2021,2,1,0,10,55,6.9,8.5,99,99,99,999,1012,23.3,24.3,19.2,99,99
2021,2,1,0,20,50,7.1,8.5,99,99,99,999,1011.9,23.4,24.3,19.2,99,99
2021,2,1,0,30,54,7.1,8.6,99,99,99,999,1012,23.5,24.4,19.3,99,99
2021,2,1,0,40,53,7,8.5,2.16,14.81,6.94,342,1011.9,23.4,24.3,19.5,99,99
2021,2,1,0,50,50,7.3,8.7,99,99,99,999,1011.9,23.4,24.4,19.8,99,99
2021,2,1,1,0,44,7.4,9,99,99,99,999,1011.8,23.4,24.3,19.8,99,99
2021,2,1,1,10,53,7.3,9.2,99,99,99,999,1011.8,23.4,24.3,19.7,99,99
2021,2,1,1,20,52,7,8.6,99,99,99,999,1011.8,23.5,24.3,20,99,99
2021,2,1,1,30,55,7.2,8.5,99,99,99,999,1011.9,23.4,24.3,19.6,99,99
2021,2,1,1,40,57,7.4,8.7,2.19,11.43,6.73,18,1012,23.5,24.3,19.7,99,99
2021,2,1,1,50,77,8,10.1,99,99,99,999,1012.1,23,24.3,20.7,99,99
2021,2,1,2,0,82,6.6,9,99,99,99,999,1012.1,22.2,24.3,20.5,99,99
2021,2,1,2,10,63,6.3,8.4,99,99,99,999,1012.1,22.6,24.3,20.4,99,99
2021,2,1,2,20,55,6.9,9.2,99,99,99,999,1012.1,23.2,24.3,20.2,99,99
2021,2,1,2,30,40,7.4,10.5,99,99,99,999,1012.2,22.8,24.3,20.3,99,99
2021,2,1,2,40,40,7,8.7,2.11,14.81,6.46,332,1012.4,22.8,24.3,20.6,99,99
2021,2,1,2,50,51,7.1,9.2,99,99,99,999,1012.5,22.9,24.3,20.3,99,99
2021,2,1,3,0,58,6.9,8.5,99,99,99,999,1012.6,23.1,24.3,19.9,99,99
2021,2,1,3,10,58,7.2,8.6,99,99,99,999,1012.7,23.3,24.3,19.9,99,99
2021,2,1,3,20,74,7.1,8.7,99,99,99,999,1012.7,23.4,24.3,20.3,99,99
2021,2,1,3,30,83,6.9,8.4,99,99,99,999,1012.8,22.9,24.3,20.7,99,99
2021,2,1,3,40,42,7,8.5,2.12,14.81,6.49,337,1012.9,22.7,24.3,20.4,99,99
2021,2,1,3,50,64,6.6,9.4,99,99,99,999,1012.9,22.6,24.3,20.6,99,99
2021,2,1,4,0,74,8.1,10.8,99,99,99,999,1013,22.8,24.3,20.6,99,99
2021,2,1,4,10,65,8.3,10.7,99,99,99,999,1013.2,23.1,24.3,21,99,99
2021,2,1,4,20,65,8.4,10.1,99,99,99,999,1013.3,22.6,24.3,20.5,99,99
2021,2,1,4,30,61,7.1,8.9,99,99,99,999,1013.3,22.8,24.3,19.8,99,99
2021,2,1,4,40,58,6.2,7.5,2.11,14.81,6.56,341,1013.4,23,24.3,19.9,99,99
2021,2,1,4,50,61,6.7,8.2,99,99,99,999,1013.5,23.1,24.3,20.3,99,99
2021,2,1,5,0,63,6.3,8.1,99,99,99,999,1013.6,23.1,24.3,20.5,99,99
2021,2,1,5,10,75,7.8,9.8,99,99,99,999,1013.7,23.2,24.3,20.6,99,99
2021,2,1,5,20,81,7.8,9.4,99,99,99,999,1013.8,23,24.3,20.9,99,99
2021,2,1,5,30,76,7.5,9.1,99,99,99,999,1013.9,22.9,24.3,20.4,99,99
2021,2,1,5,40,74,7.2,8.7,2.2,11.43,6.85,8,1013.9,23.1,24.3,20.3,99,99
2021,2,1,5,50,72,7.1,9,99,99,99,999,1014,23.2,24.3,19.8,99,99
2021,2,1,6,0,77,8.4,11.3,99,99,99,999,1014.1,23.2,24.3,20.4,99,99
2021,2,1,6,10,79,9,11,99,99,99,999,1014.2,22.4,24.3,21.1,99,99
2021,2,1,6,20,75,8.5,10.2,99,99,99,999,1014.2,22.2,24.3,21.1,99,99
2021,2,1,6,30,73,7.3,9.5,99,99,99,999,1014.3,22.1,24.3,21.2,99,99
2021,2,1,6,40,67,5.4,7,2.11,12.9,6.51,346,1014.3,22,24.3,21.1,99,99
2021,2,1,6,50,66,5.4,7.3,99,99,99,999,1014.3,22.2,24.3,21,99,99
2021,2,1,7,0,81,6.6,8.1,99,99,99,999,1014.4,22.7,24.3,20.9,99,99
2021,2,1,7,10,74,6.8,8.4,99,99,99,999,1014.4,22.6,24.3,20.8,99,99
2021,2,1,7,20,65,7.2,9.2,99,99,99,999,1014.4,22.8,24.3,20.9,99,99
2021,2,1,7,30,71,8,10.3,99,99,99,999,1014.5,23,24.3,20.9,99,99
2021,2,1,7,40,78,8.5,9.8,2.01,14.81,6.84,343,1014.6,22.8,24.3,20.7,99,99
2021,2,1,7,50,999 9,9,99,99,99,99,999,1014.6,999,24.3,999,99,99
2021,2,1,8,0,64,8.7,11,99,99,99,999,1014.6,22.6,24.3,20.6,99,99
2021,2,1,8,10,66,9,11.1,99,99,99,999,1014.6,22.5,24.3,20.7,99,99
2021,2,1,8,20,63,8.6,10.1,99,99,99,999,1014.6,22.4,24.3,20.6,99,99
2021,2,1,8,30,62,8.6,9.9,99,99,99,999,1014.6,22.5,24.3,20.5,99,99
2021,2,1,8,40,66,8.3,10.3,1.91,8.33,6.12,57,1014.5,22.6,24.3,20.7,99,99
2021,2,1,8,50,70,8.4,10.1,99,99,99,999,1014.4,22.4,24.3,20.8,99,99
2021,2,1,9,0,68,8.4,10.9,99,99,99,999,1014.4,22.4,24.3,20.7,99,99
2021,2,1,9,10,70,7.9,9.7,99,99,99,999,1014.3,22.4,24.3,21,99,99
2021,2,1,9,20,59,7.9,9.4,99,99,99,999,1014.2,21.9,24.3,20.7,99,99
2021,2,1,9,30,53,7.3,8.9,99,99,99,999,1014.2,22,24.3,20.7,99,99
2021,2,1,9,40,55,7.2,9,2.18,13.79,6.65,350,1014.1,22.2,24.3,20.7,99,99
2021,2,1,9,50,56,7.4,9.2,99,99,99,999,1014.1,22.4,24.3,20.7,99,99
2021,2,1,10,0,53,7.3,9,99,99,99,999,1014,22.4,24.3,20.6,99,99
2021,2,1,10,10,56,7.2,9.2,99,99,99,999,1014,22.5,24.3,20.8,99,99
2021,2,1,10,20,53,7.5,8.6,99,99,99,999,1013.9,22.4,24.3,20.9,99,99
2021,2,1,10,30,56,7.1,8.7,99,99,99,999,1013.8,22.3,24.3,20.8,99,99
2021,2,1,10,40,46,6.7,8,2.19,13.79,6.71,346,1013.6,22.3,24.3,20.9,99,99
2021,2,1,10,50,34,6.8,8.5,99,99,99,999,1013.6,22.3,24.3,21.1,99,99
2021,2,1,11,0,31,6.8,8.1,99,99,99,999,1013.5,22,24.3,21.1,99,99
2021,2,1,11,10,24,6.5,7.7,99,99,99,999,1013.3,21.9,24.3,21,99,99
2021,2,1,11,20,19,6,7.4,99,99,99,999,1013.1,21.8,24.3,20.9,99,99
2021,2,1,11,30,54,6.2,9.3,99,99,99,999,1013.2,21.9,24.3,21,99,99
2021,2,1,11,40,70,7.3,9.7,1.99,13.79,6.65,354,1012.9,21.5,24.3,20.7,99,99
2021,2,1,11,50,66,7.6,9.3,99,99,99,999,1012.7,21.7,24.3,20.6,99,99
2021,2,1,12,0,70,7.4,9.2,99,99,99,999,1012.6,22.1,24.3,20.7,99,99
2021,2,1,12,10,71,7.2,9.6,99,99,99,999,1012.6,22.5,24.3,21,99,99
2021,2,1,12,20,71,7,9.4,99,99,99,999,1012.5,22.1,24.3,20.4,99,99
2021,2,1,12,30,76,5.8,7.1,99,99,99,999,1012.3,22.2,24.3,20.6,99,99
2021,2,1,12,40,84,7.5,10.3,2.05,14.81,6.61,334,1012.3,22.4,24.3,21,99,99
2021,2,1,12,50,71,8.3,10.3,99,99,99,999,1012.2,22.1,24.3,20.9,99,99
2021,2,1,13,0,66,7.7,9.7,99,99,99,999,1012.1,22,24.3,20.5,99,99
2021,2,1,13,10,69,8.1,9.8,99,99,99,999,1012.1,22.4,24.3,20.2,99,99
2021,2,1,13,20,75,7.9,9.7,99,99,99,999,1012.1,22.7,24.3,20.6,99,99
2021,2,1,13,30,86,9.3,11.1,99,99,99,999,1012.1,22.6,24.3,20.6,99,99
2021,2,1,13,40,84,8.8,10.3,2.07,10.81,6.5,17,1012.1,22.2,24.3,20.5,99,99
2021,2,1,13,50,67,8.7,10.7,99,99,99,999,1012.1,22.1,24.3,20.7,99,99
2021,2,1,14,0,62,7.4,9.7,99,99,99,999,1012.1,21.7,24.3,20.5,99,99
2021,2,1,14,10,55,6.5,7.8,99,99,99,999,1012.1,21.8,24.4,20.4,99,99
2021,2,1,14,20,65,6.8,8.7,99,99,99,999,1012.1,22.2,24.4,20.7,99,99
2021,2,1,14,30,69,7.2,9,99,99,99,999,1012.1,22.4,24.4,20.5,99,99
2021,2,1,14,40,69,7,8.5,2.03,14.81,6.5,304,1012.2,22.6,24.4,20.5,99,99
2021,2,1,14,50,87,8.7,10.2,99,99,99,999,1012.1,22.4,24.3,20.8,99,99
2021,2,1,15,0,91,8.4,10.4,99,99,99,999,1012.2,22.2,999,20.4,99,99
2021,2,1,15,10,82,7.9,9.7,99,99,99,999,1012.4,22.6,24.3,20.4,99,99
2021,2,1,15,20,82,7.9,9.9,99,99,99,999,1012.5,22.7,24.3,20.7,99,99
2021,2,1,15,30,75,8.5,10.5,99,99,99,999,1012.7,22.4,24.3,20.8,99,99
2021,2,1,15,40,65,8.1,10.3,2,14.81,6.21,315,1012.8,22.1,24.3,20.5,99,99
2021,2,1,15,50,68,7.4,8.9,99,99,99,999,1012.9,22.2,24.3,20.6,99,99
2021,2,1,16,0,67,6.8,8.7,99,99,99,999,1013.1,22.3,24.3,20.9,99,99
2021,2,1,16,10,72,6.5,7.9,99,99,99,999,1013.2,22.3,24.3,20.9,99,99
2021,2,1,16,20,78,6.6,11.4,99,99,99,999,1013.2,22.4,24.3,21,99,99
2021,2,1,16,30,95,9.5,11.6,99,99,99,999,1013.3,21.9,24.3,20.8,99,99
2021,2,1,16,40,91,8.9,11,2.07,10,6.29,26,1013.5,21.8,24.3,20.7,99,99
2021,2,1,16,50,82,8.8,11,99,99,99,999,1013.5,21.8,24.3,20.5,99,99
2021,2,1,17,0,78,7.9,9.6,99,99,99,999,1013.7,21.8,24.3,20.4,99,99
2021,2,1,17,10,60,6.6,8.2,99,99,99,999,1013.8,22,24.3,20.6,99,99
2021,2,1,17,20,58,7,10.2,99,99,99,999,1013.8,22,24.3,20.7,99,99
2021,2,1,17,30,59,8.4,10.7,99,99,99,999,1014,21.7,24.3,20.5,99,99
2021,2,1,17,40,50,7.5,9.2,2,14.81,6.34,336,1014.1,21.4,24.3,20.6,99,99
2021,2,1,17,50,57,7.3,8.8,99,99,99,999,1014.2,21.6,24.3,20.8,99,99
2021,2,1,18,0,58,6.6,8.2,99,99,99,999,1014.3,21.8,24.3,20.8,99,99
2021,2,1,18,10,65,5.8,7.4,99,99,99,999,1014.3,22,24.3,20.8,99,99
2021,2,1,18,20,68,6.7,10.1,99,99,99,999,1014.3,22.3,24.3,21,99,99
2021,2,1,18,30,97,8.4,10.8,99,99,99,999,1014.4,22.5,24.3,21.1,99,99
2021,2,1,18,40,90,7.4,9.2,2.01,14.81,6.17,337,1014.4,22.4,24.3,21.1,99,99
2021,2,1,18,50,86,7.6,11,99,99,99,999,1014.5,22.5,24.3,20.8,99,99
2021,2,1,19,0,108,9.5,11.7,99,99,99,999,1014.7,22.1,24.3,20.6,99,99
2021,2,1,19,10,114,9.1,11.1,99,99,99,999,1014.7,21.5,24.3,20.6,99,99
2021,2,1,19,20,100,6.8,9.1,99,99,99,999,1014.7,21.4,24.3,20.7,99,99
2021,2,1,19,30,79,7.8,9.6,99,99,99,999,1014.8,21.7,24.3,20.8,99,99
2021,2,1,19,40,78,6.9,9,1.84,13.79,6.05,335,1014.8,21.7,24.3,20.7,99,99
2021,2,1,19,50,72,6.1,7.5,99,99,99,999,1014.8,22,24.3,20.8,99,99
2021,2,1,20,0,68,6.9,9.5,99,99,99,999,1014.8,22.1,24.3,20.6,99,99
2021,2,1,20,10,90,8,11.7,99,99,99,999,1014.9,22.1,24.3,20.4,99,99
2021,2,1,20,20,98,7.5,9.6,99,99,99,999,1014.7,21.9,24.3,20.3,99,99
2021,2,1,20,30,70,7.5,8.9,99,99,99,999,1014.7,22.4,24.3,20.5,99,99
2021,2,1,20,40,67,7.6,9.2,1.98,16,6.28,350,1014.4,22.6,24.3,20.6,99,99
2021,2,1,20,50,71,8.1,10.2,99,99,99,999,1014.3,22.6,24.3,20.6,99,99
2021,2,1,21,0,74,8.1,10,99,99,99,999,1014.2,22.6,24.3,20.8,99,99
2021,2,1,21,10,66,7.8,9.6,99,99,99,999,1014.1,22.1,24.3,20.6,99,99
2021,2,1,21,20,66,7.1,8.9,99,99,99,999,1013.9,22.1,24.3,20.6,99,99
2021,2,1,21,30,67,7.3,8.5,99,99,99,999,1013.7,22.2,24.3,20.5,99,99
2021,2,1,21,40,73,8.6,11.1,2.03,14.81,6.2,8,1013.5,22.5,24.3,20.6,99,99
2021,2,1,21,50,72,7.5,10,99,99,99,999,1013.4,22.4,24.3,20.6,99,99
2021,2,1,22,0,73,7.9,9.6,99,99,99,999,1013.2,22.8,24.3,20.3,99,99
2021,2,1,22,10,77,8.1,9.7,99,99,99,999,1013.2,23.2,24.3,20.4,99,99
2021,2,1,22,20,78,7.8,9.4,99,99,99,999,1013,23.2,24.4,20.4,99,99
2021,2,1,22,30,79,8,10,99,99,99,999,1012.9,23.2,24.3,20.1,99,99
2021,2,1,22,40,83,7.6,9.5,2.1,13.79,6.38,356,1012.7,23.3,24.4,20.1,99,99
2021,2,1,22,50,89,8,9.8,99,99,99,999,1012.5,23.3,24.4,20.1,99,99
2021,2,1,23,0,84,7.8,9.8,99,99,99,999,1012.4,23.4,24.4,20.3,99,99
2021,2,1,23,10,84,8.4,10.3,99,99,99,999,1012.2,23.3,24.3,20.2,99,99
2021,2,1,23,20,83,7.9,10.1,99,99,99,999,1012.1,23.4,24.3,20.3,99,99
2021,2,1,23,30,79,8.6,10.2,99,99,99,999,1011.9,23.3,24.3,20.2,99,99
2021,2,1,23,40,83,8.6,10.1,2.08,13.79,6.25,357,1011.8,23.3,24.3,20.2,99,99
2021,2,1,23,50,78,8.5,10.4,99,99,99,999,1011.7,23.3,24.3,20,99,99
2021,2,2,0,0,78,8.2,10.1,99,99,99,999,1011.6,23.3,24.2,20.2,99,99
2021,2,2,0,10,76,8.2,9.9,99,99,99,999,1011.5,23.3,24.2,20.2,99,99
2021,2,2,0,20,98,8,10,99,99,99,999,1011.5,23.2,24.2,20.5,99,99
2021,2,2,0,30,106,6.9,8.9,99,99,99,999,1011.3,22.7,24.2,21,99,99
2021,2,2,0,40,103,6.7,8.7,2.21,13.79,6.62,358,1011.3,22.5,24.2,21.2,99,99
2021,2,2,0,50,95,6.4,7.7,99,99,99,999,1011.3,22.6,24.2,21.3,99,99
2021,2,2,1,0,85,7.5,10.1,99,99,99,999,1011.2,22.6,999,20.8,99,99
2021,2,2,1,10,75,8.2,9.6,99,99,99,999,1011.3,23.2,24.2,20.3,99,99
2021,2,2,1,20,77,8.2,10.1,99,99,99,999,1011.3,23.4,24.2,20.3,99,99
2021,2,2,1,30,76,8.1,9.5,99,99,99,999,1011.5,23.3,24.2,20,99,99
2021,2,2,1,40,81,8.1,9.5,1.89,13.79,5.98,346,1011.5,23.4,24.2,19.8,99,99
2021,2,2,1,50,85,7.8,9.5,99,99,99,999,1011.6,23.5,24.2,19.9,99,99
2021,2,2,2,0,85,7.6,9.2,99,99,99,999,1011.6,23.5,24.2,20.2,99,99
2021,2,2,2,10,81,8,10,99,99,99,999,1011.6,23.5,24.2,20.5,99,99
2021,2,2,2,20,83,8.1,9.7,99,99,99,999,1011.7,23.5,24.2,20.7,99,99
2021,2,2,2,30,99,8,9.7,99,99,99,999,1011.8,23.4,24.2,20.9,99,99
2021,2,2,2,40,108,7.3,8.4,2.07,12.9,6.22,6,1011.8,23.1,24.2,21.4,99,99
2021,2,2,2,50,98,6.6,8.2,99,99,99,999,1011.9,22.8,24.2,21.3,99,99
2021,2,2,3,0,86,7.1,9.2,99,99,99,999,1012,22.9,24.1,21.1,99,99
2021,2,2,3,10,68,7.9,9.6,99,99,99,999,1012.1,23.2,24.1,20.3,99,99
2021,2,2,3,20,70,7.7,9.6,99,99,99,999,1012.2,23.4,24.1,20.4,99,99
2021,2,2,3,30,71,7.8,9.9,99,99,99,999,1012.2,23.4,24.1,20.5,99,99
2021,2,2,3,40,73,7.9,9.6,2.05,12.9,6.23,6,1012.2,23.3,24.1,20.2,99,99
2021,2,2,3,50,75,7.7,8.9,99,99,99,999,1012.3,23.3,24.1,20.3,99,99
2021,2,2,4,0,74,7.8,9.4,99,99,99,999,1012.4,23.4,24.1,20.3,99,99
2021,2,2,4,10,73,7.3,8.9,99,99,99,999,1012.5,23.3,24.1,20.5,99,99
2021,2,2,4,20,70,7.4,8.9,99,99,99,999,1012.5,23.3,24.1,20.4,99,99
2021,2,2,4,30,77,7.6,9,99,99,99,999,1012.5,23.3,24.1,20.6,99,99
2021,2,2,4,40,69,7.2,9,2.12,13.79,6.64,10,1012.6,23.1,24.1,20.4,99,99
2021,2,2,4,50,69,7,9.1,99,99,99,999,1012.8,23.2,24.1,20.3,99,99
2021,2,2,5,0,73,6.9,8.4,99,99,99,999,1012.9,23.3,24.1,20.3,99,99
2021,2,2,5,10,72,6.9,8.4,99,99,99,999,1013,23.3,24.1,20.2,99,99
2021,2,2,5,20,77,7.3,8.7,99,99,99,999,1013.1,23.4,24.1,20.1,99,99
2021,2,2,5,30,80,7.3,8.9,99,99,99,999,1013.2,23.4,24.1,20.1,99,99
2021,2,2,5,40,78,7,8.5,1.97,13.79,6.49,358,1013.3,23.4,24.1,20.3,99,99
2021,2,2,5,50,74,7.2,8.5,99,99,99,999,1013.5,23.4,24.1,20.4,99,99
2021,2,2,6,0,76,7.2,8.7,99,99,99,999,1013.7,23.4,24.1,20.4,99,99
2021,2,2,6,10,75,7.1,8.4,99,99,99,999,1013.8,23.3,24.1,20.2,99,99
2021,2,2,6,20,74,7.1,8.9,99,99,99,999,1013.9,23.4,24.1,20.2,99,99
2021,2,2,6,30,76,7.1,9.1,99,99,99,999,1014,23.4,24.1,20.2,99,99
2021,2,2,6,40,70,6.8,8.4,1.98,12.9,6.66,355,1014,23.4,24.1,20.5,99,99
2021,2,2,6,50,68,6.8,8.4,99,99,99,999,1014.2,23.4,24.1,20.7,99,99
2021,2,2,7,0,72,7,8.6,99,99,99,999,1014.3,23.3,24.1,20.5,99,99
2021,2,2,7,10,76,7.2,8.5,99,99,99,999,1014.3,23.4,24.1,20.5,99,99
2021,2,2,7,20,79,6.8,8,99,99,99,999,1014.5,23.5,24.1,20.7,99,99
2021,2,2,7,30,70,7.6,9.1,99,99,99,999,1014.6,23.4,24.1,20.7,99,99
2021,2,2,7,40,77,7,8.7,1.91,13.79,6.47,356,1014.6,23.5,24.1,20.6,99,99
2021,2,2,7,50,74,7,8.6,99,99,99,999,1014.6,23.4,24.1,20.6,99,99
2021,2,2,8,0,73,7,8.8,99,99,99,999,1014.7,23.4,24.1,20.5,99,99
2021,2,2,8,10,73,6.7,8.2,99,99,99,999,1014.7,23.5,24.1,20.7,99,99
2021,2,2,8,20,79,6.4,8.1,99,99,99,999,1014.8,23.5,24.1,20.9,99,99
2021,2,2,8,30,80,6.4,8.1,99,99,99,999,1014.8,23.5,24.1,21,99,99
2021,2,2,8,40,90,7.1,8.6,1.73,13.79,6.26,4,1014.6,23.4,24.1,20.8,99,99
2021,2,2,8,50,89,7.1,9.2,99,99,99,999,1014.7,23.5,24.1,20.7,99,99
2021,2,2,9,0,88,7.1,8.6,99,99,99,999,1014.6,23.5,24.1,20.6,99,99
2021,2,2,9,10,93,7.1,8.5,99,99,99,999,1014.6,23.5,24.1,20.5,99,99
